Product Name,Recommended Product Name,SKU,Parent Category,Subcategory 1,Subcategory 2,Subcategory 3,Attribute - Program 1,Attribute - Program 2,Attribute - Program 3,Product Type,Variation - Format,Variation - Language,Variation - Level,Variation - Size,Price,External Link to Third-Party Platform for Product Details/Purchase,NEW Short Descriptions,Long Description,Review 1,Review 2,Feature & Benefit 1 Title,Feature & Benefit 1 Blurb ,Feature Icon 1,Feature & Benefit 2 Title,Feature & Benefit 2 Blurb ,Feature Icon 2,Feature & Benefit 3 Title,Feature & Benefit 3 Blurb ,Feature Icon 3,Feature & Benefit 4 Title,Feature & Benefit 4 Blurb ,Feature Icon 4,Feature & Benefit 5 Title,Feature & Benefit 5 Blurb ,Feature Icon 5,Item Height,Item Length,Item Width,Item Weight,Dropbox Link to Product Image,variation description
Master Instructor- CRCW s (baby onsie),Baby Master Instructor Bodysuit,Baby Master Instructor Bodysuit,Apparel,Kids,,,,,,,,,,,17.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=401&sellable=dYd8XYaxj7SDzlqZyB35-401-10&appearance=469,"Organic Short Sleeve Baby Bodysuit | Fabric Content: 100% organic cotton. Heather gray is 85% cotton/15% polyester. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/i4nfegiawg33wli/baby-master-instructor-bodysuit.jpg?dl=1,
Master Instructor- CRCW s (women's hoodie),Women's Master Instructor Hoodie,Women's Master Instructor Hoodie,Apparel,Women,,,,,,,,,,,35.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=444&sellable=dYd8XYaxj7SDzlqZyB35-444-23&appearance=4,"Women's Premium Hoodie | | Fabric Content: 80% cotton / 20% polyester. heather gray is 85% cotton / 15% rayon, heather denim and charcoal gray are 60% cotton, 40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/4mabe4r6tpp387x/womens-master-instructor-hoodie.jpg?dl=1,
Master Instructor- CRCW s (snapback cap),Master Instructor Snapback Baseball Cap,Master Instructor Snapback Baseball Cap,Apparel,Men,Women,,,,,,,,,,18.99,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=803&sellable=dYd8XYaxj7SDzlqZyB35-803-34&appearance=2&size=29,"Snapback cap, size adjustable, featuring flat brim with contrasting green underside. 80% acrylic, 20% wool <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/2je40xsu2jazxlo/master-instructor-snapback-baseball-cap.jpg?dl=1,
Master Instructor- CRCW s (men's),Men's Master Instructor Athletic Fit T-Shirt,Men's Master Instructor Athletic Fit T-Shirt,Apparel,Men,,,,,,,,,,,21.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=812&sellable=dYd8XYaxj7SDzlqZyB35-812-7&appearance=823,"Classic cut T-shirt for men, 100% cotton (Heather gray and heather ice blue are 95% cotton/5% viscose. Heather blue & charcoal gray are 80% cotton/20% polyester. Heather burgundy is 60% cotton/40% polyester. Heather oatmeal is 99% cotton/1% viscose) Brand: Spreadshirt <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/ggfu89kaip1wczb/mens-master-instructor-athletic-fit-t-shirt.jpg?dl=1,
Master Instructor- CRCW s (women's),Women's Master Instructor Slim Fit T-Shirt,Women's Master Instructor Slim Fit T-Shirt,Apparel,Women,,,,,,,,,,,21.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=813&sellable=dYd8XYaxj7SDzlqZyB35-813-8&appearance=823,"Fitted classic T-shirt for women | Brand: Spreadshirt | 100% cotton (heather gray is 95% cotton/5% viscose. Heather Blue & Charcoal Gray are 80% cotton/20% polyester. Heather Burgundy is 60% cotton/40% polyester, Heather Oatmeal is 99% Cotton/1% Viscose, Heather Ice Blue is 95% Cotton/5% Viscose). ITEMS RUNS SMALL. <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/51zdrdo525iczt4/womens-master-instructor-slim-fit-t-shirt.jpg?dl=1,
"Master Instructor- CRCW s
 (kids)",Kid's Master Instructor T-Shirt,Kid's Master Instructor T-Shirt,Apparel,Kids,,,,,,,,,,,17.49,https://chirunningchiwalkingmerchandise.myspreadshop.com/master+instructor+crcw+s-A5d8e17671361511e3eb9995d?productType=815&sellable=dYd8XYaxj7SDzlqZyB35-815-9&appearance=823,"Unisex T-shirt for kids | Brand: Spreadshirt | 100% cotton (heather gray is 95% cotton/5% viscose, heather blue & charcoal gray are 80% cotton/20% polyester, heather burgundy is 60% cotton/40% polyester) <br>
<strong>Item is sold and shipped through Spreadshop. Click the Shop with Spreadshop button to view color and size options and place your order.</strong>",,,,,,,,,,,,,,,,,,,,,,,https://www.dropbox.com/s/vivaeevt9ff65wl/kids-master-instructor-t-shirt.jpg?dl=1,
Marathon Digital Training Programs - Powered by Final Surge,ChiRunning Marathon Digital Training Program (powered by FinalSurge),fullbegfs,Training Program,,,,ChiRunning,,,Variable,,,Intermediate (20 Weeks),,49.95,https://www.finalsurge.com/coach/ChiRunning/plan/12718,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,"Meet the ultimate marathon training program – combining the proven ChiRunning technique with the safest and most effective training strategies for your marathon. Use this unique, five phase format to learn the foundation of the ChiRunning technique in manageable, weekly lessons, followed by long distance form practice to build aerobic and cardiovascular capacity, and a mastery phase where you’ll practice specific aspects of your event and overcoming obstacles to your success.",,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/274wtqarboqus56/full-marathon-intermediate-online-final-surge.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
5K Digital Training Programs - Powered by Final Surge,ChiRunning 5K Digital Training Program (powered by FinalSurge),5kintfs,training Program,,,,ChiRunning,,ChiWalk-Run,Variable,,,Beginner (8 Weeks),,19.95,https://www.finalsurge.com/coach/ChiRunning/plan/16511,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/4ewrutfof4fwz0w/nk149-74191953-188f-44a4-b04f-b2ef1c6fc2eb-v2-1.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
10K Digital Training Programs - Powered by Final Surge,ChiRunning 10K Digital Training Program (powered by FinalSurge),10kintfs,Training Program,,,,ChiRunning,,,Variable,,,Beginner (10 Weeks),,24.95,https://www.finalsurge.com/coach/ChiRunning/plan/8138,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/ms06goc38sbof1j/nk149-eb21ff37-4b55-4c2a-8f6b-25907b7bae59-v2.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
Half Marathon Digital Training Programs - Powered by Final Surge,ChiRunning Half Marathon Digital Training Program (powered by FinalSurge),halfintfs,Training Program,,,,ChiRunning,,,Variable,,,Beginner (16 Weeks),,34.95,https://www.finalsurge.com/coach/ChiRunning/plan/8223,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/27nooag9x5fx03j/half-marathon-beginner-online-final-surge-1.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
5K Digital Training Programs - Powered by Final Surge,ChiRunning 5K Digital Training Program (powered by FinalSurge),5kbegfs,Training Program,,,,ChiRunning,,ChiWalk-Run,Variable,,,Intermediate (6 Weeks),,19.95,https://www.finalsurge.com/coach/ChiRunning/plan/8228,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/bh06cythclz9h7a/nk149-74191953-188f-44a4-b04f-b2ef1c6fc2eb-v2-1-340x320.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
Half Marathon Digital Training Programs - Powered by Final Surge,ChiRunning Half Marathon Digital Training Program (powered by FinalSurge),halfbegfs,Training Program,,,,ChiRunning,,,Variable,,,Intermediate (12 Weeks),,34.95,https://www.finalsurge.com/coach/ChiRunning/plan/8235,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/sm2o5lkx1sn6qza/half-marathon-intermediate-online-final-surge.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
Marathon Digital Training Programs - Powered by Final Surge,ChiRunning Marathon Digital Training Program (powered by FinalSurge),fullintfs,Training Program,,,,ChiRunning,,,Variable,,,Beginner (24 Weeks),,49.95,https://www.finalsurge.com/coach/ChiRunning/plan/9038,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,"Meet the ultimate marathon training program – combining the proven ChiRunning technique with the safest and most effective training strategies for your marathon. Use this unique, five phase format to learn the foundation of the ChiRunning technique in manageable, weekly lessons, followed by long distance form practice to build aerobic and cardiovascular capacity, and a mastery phase where you’ll practice specific aspects of your event and overcoming obstacles to your success.",,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/ie9iyz0zv01jt44/full-marathon-beginner-online-final-surge.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
10K Digital Training Programs - Powered by Final Surge,ChiRunning 10K Digital Training Program (powered by FinalSurge),10kbegfs,Training Program,,,,ChiRunning,,,Variable,,,Intermediate (8 Weeks),,24.95,https://www.finalsurge.com/coach/ChiRunning/plan/9247,<strong>Training program is available through FinalSurge. Click the Shop with Final Surge button to purchase this training program.</strong>,,,,,,,,,,,,,,,,,,,0,0,0,0,https://www.dropbox.com/s/p7vnujdzilnwt1p/nk149-eb21ff37-4b55-4c2a-8f6b-25907b7bae59-v2-340x320.png?dl=1,"<div class=""var-description><img src=""https://chiliving2021.wpengine.com/wp-content/uploads/2022/01/training-program-digital-icon-active.png""></div>"
